pathway	external_id	source	hgnc_symbol_ids
Hematopoietic Stem Cell Differentiation	WP2849	Wikipathways	NFATC2,NCKAP1L,ACVR1B,NOTCH1,EPO,CBFA2T3,MIR16-1,IL1A,IL1B,MIR3074,IKZF1,MIR223,MIR221,ITGA2B,MIR130A,MIR181A1,RUNX1,GP9,KLF1,CXCR4,MYB,NFE2,ITGB3,LYL1,TRIM29,FOS,TPO,FLI1,ABO,SPI1,GYPA,KITLG,GATA2,GATA1,RIOK3,MIR128-1,KCNH2,VAV1,MXI1,LMO2,MIR150,CSF1,CSF2,CSF3,IL6,STAT5A,IL5,IL3
Endoderm Differentiation	WP2853	Wikipathways	BPTF,TGFB1,ELAVL1,SMAD4,PABPC1,ONECUT1,JARID2,TCF7,SMAD2,SMAD3,MAP2K3,BMPR1A,EZH2,TNRC6C,CER1,SOX2,DAB2,SOX17,SOX7,MIR375,LAMC1,NANOG,EXT1,CAND1,CDC73,GDF3,MIR141,PTHLH,RAB38,EOMES,WNT8A,NKX2-1,NODAL,DUSP5,DUSP4,DUSP2,NR3C1,HHEX,EPB41L5,SIAH2,PAF1,POU5F1,HOXC11,GATA4,RTF1,TBX21,GATA6,LEF1,FOXH1,PAX9,BMP7,CTNNB1,PRDM14,SFRP1,STAT1,WNT3,APP,NOG,NOTCH1,DKK1,FOXA1,LEO1,CTR9,FOXA2,MIR373,HOXA1,MIXL1,APC,OTX2
Gene regulatory network modelling somitogenesis	WP2854	Wikipathways	WNT3A,EPHA4,NOTCH1,DLL1,RIPPLY2,TBX6,FGF8,HES1,MESP2,LFNG,HES7
Dopaminergic Neurogenesis	WP2855	Wikipathways	SLC6A3,TGFB1,CDKN1C,FGF8,RET,DDC,NKX2-2,PITX3,ALDH1A1,GBX2,STAT3,EN2,OTX2,GLI2,EN1,SOX2,GLI1,TH,NEUROG2,NR4A2,ASCL1,LMX1A,LMX1B,MSX1,SHH,NKX6-1,NEUROD1,WNT1,FOXA2,SLC18A2
Mesodermal Commitment Pathway	WP2857	Wikipathways	WNT3A,KDM6A,ACVR1,SMAD4,NODAL,SMAD6,MACF1,EPB41L5,SMAD1,SMAD2,SMAD3,TBX3,LATS1,TBX1,TBX6,HAND1,SOX2,TEAD2,TEAD1,FZD8,MIXL1,DLL1,AMH,SETD2,NANOG,FZD5,AXIN1,TWSG1,GDF3,NFE2L2,MIR141,FGF8,SOX17,EOMES,INHBA,KLF4,JAK2,MIR200A,BMPR2,FGFR1,ACVR2A,ACVR2B,SRF,EXT2,EXT1,MIR375,LEFTY2,HMGA2,LEFTY1,MIR125B1,FOXH1,POU5F1,PRKAR1A,MIR302C,FZD4,LEF1,SNAI1,YAP1,BMP7,BMP4,MIR372,RPL38,BMPR1A,WNT3,NOG,TCF7L1,DKK1,PPP2CA,CHRD,HTT,PRKACA,MIR373,AXIN2,FOXC2,FOXC1,HES7
Ectoderm Differentiation	WP2858	Wikipathways	FYN,PRKAG2,PODXL,HDAC10,MAFB,BOC,MIR15B,GLI3,ARHGEF9,SIX6,CCDC88C,ROR2,PDE7A,CDH8,SORCS1,MYC,SERPINB6,CDH6,JAKMIP1,RHPN1,TSC22D1,NARS2,LDB2,GATA6,FGFR2,KIFC3,KIAA1161,BMP4,SOCS2,PTPN13,TCF7L1,PPFIBP2,TTC14,CDON,FOXA2,ARHGAP10,CTBP1,CLVS1,CCL2,NFATC1,AES,DMD,TRIM33,ZNF219,RIT1,SCHIP1,SMURF1,WDR44,PIM1,CAP2,MKS1,JUP,ARHGAP15,NF2,RRBP1,TRPM2,TCF3,PGM1,KCNK10,ASTN1,PAX6,PAX3,STC1,SHH,GAS2L1,HIST1H2BH,ZBTB16,EDA2R,CCDC130,ST8SIA4,PPARD,ELOVL4,TOX3,PHF8,SNCA,CLDN11,VAX2,PI4KA,HDAC6,SMAD4,ZFHX4,MIR34C,AHI1,SDCBP,SPRY2,CTNND2,BCAS3,RGMA,RAB8B,GREB1,FZD4,FZD5,FZD8,CROCCP2,NR2F2,FHL2,HESX1,KRT6A,LY6E,TSKU,NLGN1,MECP2,CELSR2,BCOR,FOXL1,ANKS1B,GRAMD1B,EDA,PLXNA2,WNT1,GLB1,STX16,NUMA1,HMGB2,CTNNB1,BMPR1A,SOX2,PAN2,MZF1,TFAP2A,TFAP2C,UBTF,PLCXD3,ARHGDIG,C1GALT1,ELOVL2,ZBTB2,ZBTB7B,SGSM3,SKIL,TNFRSF11B,CTNNA2,BAZ1A,MIR361,TBL1X,NLK,ARX,OGT,PTPRB,ABCC4,POU2F2
IL-3 Signaling Pathway	WP286	Wikipathways	BCL2L1,TGFB1,CRKL,JUN,HRAS,GAB2,AKT1,MAP2K1,CCR3,RAPGEF1,RAF1,STAT3,CSF2RB,YWHAQ,PIK3CD,VAV1,CD86,MAPK3,MAPK1,JAK2,PIK3R2,PIK3R1,JAK1,YWHAB,LYN,SRC,IL5RA,SHC1,FOS,MAPK8,ENPP3,CD69,IL3RA,HCK,PTPN6,FYN,INPP5D,SOS1,SYK,CXCL8,PTPN11,BAD,CBL,STAT5B,STAT5A,GRB2,PRKACA,IL3,BCL2
Apoptosis-related network due to altered Notch3 in ovarian cancer	WP2864	Wikipathways	HDAC1,IL7R,PTK2,HSPA5,ERBB3,CDKN1B,BIRC5,SMAD7,YBX3,NQO1,AKT1,PTK2B,RIPK2,ERN1,ABL1,IER3,APOE,AXIN1,F2R,RPS6KB1,GCLC,THBS1,HSPD1,ETS1,CDKN1A,NRG1,CUL5,CUL1,NET1,HELLS,JUND,ANXA5,HSPB1,PKN1,CARD14,TNFRSF21,TNF,NFKB1,CTNNA1,CASP7,TRAF1,NGFRAP1,SOCS3,TNFRSF10B,VAV3,VIM,MAPK1,SQSTM1,PAK2,SERBP1,RNF7,APP,BCL3
IL1 and megakaryotyces in obesity	WP2865	Wikipathways	CCL2,TIMP2,TIMP1,CCR3,IL1B,IL1R1,FCER1A,NLRP3,HBEGF,SELENBP1,PIK3CA,PLA2G7,S100A9,ICAM1,NFKB1,MYD88,IFNG,IL18,F2,IRAK1,TLR2,F2R,TLR1,MMP9
mir34a and TGIF2 in osteoclastogenesis	WP2866	Wikipathways	MIR34A,TGIF2
TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer	WP2868	Wikipathways	EGFR,MAPK1,STAT3,MAPK3,JAK1
Extracellular vesicle-mediated signaling in recipient cells	WP2870	Wikipathways	WNT3A,TGFB1,TGFB2,TGFB3,MFGE8,SMAD4,HRAS,EGFR,SMAD2,SMAD3,CTNNB1,AKT1,RAF1,TGFA,AXIN1,NRAS,PIK3R5,TGFBR3,TGFBR2,TGFBR1,MTOR,PROM1,HGF,TSPAN8,KRAS,ERBB2,DKK4,MET,APC,WNT5A
Aryl Hydrocarbon Receptor Pathway	WP2873	Wikipathways	TGFB1,CDKN1B,ALDH3A1,EGFR,IL12B,IL12A,NQO1,MGST1,UGT1A9,UGT1A4,IL1B,CDC37,POLK,UGT1A1,UGT1A6,UGT1A3,SERPINB2,CYP1B1,NFE2L2,JUN,CAP2,MYOF,UGT1A7,GSTA2,SRC,JUND,JUNB,SLC7A5,IL17B,IFNG,AHRR,CES3,TNF,BAX,HES1,EP300,CYP1A1,CYP1A2,ARNT,PTGES3,NCOA1,AHR,IGFBP1,IL2,AIP,HSP90AA1
Liver X Receptor Pathway	WP2874	Wikipathways	ABCG5,ABCG8,SCD,CYP2B6,RXRA,SREBF1,FASN,CYP3A4,CYP7A1,NR1H3
Constitutive Androstane Receptor Pathway	WP2875	Wikipathways	GSTA2,FOXO1,UGT1A9,UGT1A4,UGT1A6,UGT1A1,UGT1A3,NCOA2,NCOA1,NCOA6,CYP2B6,PPARGC1A,PPP2R4,ALAS1,ABCB1,SULT2A1,SMC1A,SP1,SULT1A1,RXRA,CYP2A6,CYP3A4,CYP3A5,EHHADH,CYP2C9,CYP4A11,DNAJC7,NR1I3,CYP2C19,HSP90AA1,ABCC2,ABCC3
Pregnane X Receptor pathway	WP2876	Wikipathways	GSTA2,SLCO1B1,FOXO1,UGT1A9,UGT1A4,UGT1A6,UGT1A1,UGT1A3,NCOA2,NCOA3,NCOA1,CYP4F12,CYP2B6,PPARGC1A,ABCB1,SRPX2,PSMC5,SULT2A1,SRC,RXRA,CYP2A6,CYP3A7,CYP3A4,CYP3A5,CYP2C9,DNAJC7,NRIP1,NR1I2,CYP2C19,ABCC4,HSP90AA1,ABCC2,ABCC3
Vitamin D Receptor Pathway	WP2877	Wikipathways	KRT38,TIMP3,IL1RL1,CDX2,CLMN,KRT34,SERPINB1,IL25,ATP2C2,TIMP2,ADAMTS5,ABCA11P,PTGER4,GADD45A,HNF1A,ABCD1,MYC,TRPV6,DEFB132,CDKN2B,BDKRB1,CDKN2A,CDKN2D,LCE2B,ALOX5,HLA-DRB1,BGLAP,SFRP1,KLK6,ATP2B1,CYP3A4,CYP3A5,MEG8,BMP6,ADRA1B,ORM1,ORM2,CCND1,SLC2A4,KRTAP10-2,KRTAP10-7,DND1,CCNC,CASP14,CRACR2A,TNFSF11,RASGRP1,SULT1C2,CDKN1B,CDKN1A,MX2,HIF1A,NOX1,CD200,SPRR1B,STAM,LCE1F,LCE1D,CYP2D6,PTH,KRTAP4-1,CCNE1,ADRB2,CEACAM1,CYP27B1,CLDN2,CTLA4,G0S2,ITGAM,IGSF9B,EPHB4,COLEC11,IGFBP3,PPARD,IGFBP1,IGFBP5,CYP7A1,THBD,DNER,KRTAP12-2,IRF5,IRF4,IRF8,KRTAP10-9,TNFAIP3,KRT16,CD14,KRT13,PRDM1,FGF23,CDKAL1,ID1,KRT71,CYP2B6,NFATC2,VDR,TREM1,CYP2S1,CD9,MXD1,DACT2,SOSTDC1,BTLA,CDC34,TPM1,SLC34A2,S100A9,S100A8,SLC8A1,S100A4,CST1,CST6,TRAK1,S100A2,KRTAP5-4,KRTAP5-1,EFNA5,RXRA,SALL4,CLPTM1L,HILPDA,SATB1,PNOC,CYP2C9,CYP1A1,SEMA3B,IL12A,LRP5,ID4,KNG1,LRRC25,KL,CDK2,COL13A1,SPP1,MYO9B,S100A6,TNFSF4,STEAP4,ASAP2,TGFB1,TGFB2,KRTAP10-4,CREG2,CDKN2C,ADGRE5,CLEC16A,JUNB,ZNF257,FOXO1,S100G,LPGAT1,KRTAP8-1,SLC37A2,CEBPA,MED9,DEFB4A,CBS,CAMP,PTHLH,ABCB1,KLF4,GXYLT2,HSD17B2,CYP24A1,CRACR2B,SULT2A1,NINJ1,LGALS9,CD40,TNFRSF11B,STS,PRKCQ,DUSP10,ALPPL2,CA9,CASP5,G6PD,NRIP1,TRPV5,ALPI,BCL6,HLA-DQA1
PPAR Alpha Pathway	WP2878	Wikipathways	SCP2,KLK15,APOC3,FABP1,APOA5,APOA1,APOA2,SLC27A1,CPT2,ACADM,ACAA1,CDK4,MYC,CYP7A1,NR1H3,CPT1A,RXRA,PPARA,EHHADH,DBI,CYP4A11,CCND1,CYP8B1,CDK1,PLTP,UGT1A9
Farnesoid X Receptor Pathway	WP2879	Wikipathways	SLCO2B1,NR1H4,SLC10A1,UGT2B4,ABCB11,NR0B2,ABCB4,BAAT,PPARGC1A,IRS2,RXRA,FKBP5,FGF19,CYP8B1,SLC27A5,CYP3A4,CYP7A1,IP6K3,SULT2A1
NLR Proteins	WP288	Wikipathways	EPHB2,AREG,RELA,ERBB2IP,CD40,CHUK,IKBKB,IKBKG,MAPK8,MAP3K7
Glucocorticoid Receptor Pathway	WP2880	Wikipathways	CCL2,PTGS2,PMP2,MFGE8,CDKN1C,CPEB4,SEC14L1,PLK2,BIRC3,S100P,SNAI2,SPRY1,ALOX5AP,AKAP13,PRRG4,SRGN,SPINK13,B3GNT5,SERTAD2,SDPR,MT1IP,BHLHE40,GADD45B,JUN,NAV3,DNAJC15,ZIC2,ETNK2,RGS2,CCL20,NFKB2,EDN2,PPP1R14C,TNS4,TGFBR3,FGD4,NR3C1,LRRC8A,FGFBP1,CDC42EP3,EPB41L4B,TSC22D3,ADGRF4,CUL1,BIRC2,SERPINB9,SLC26A2,POU5F1,KTN1,ABHD2,ANKRD1,THBD,DNER,GPR153,ARL5B,STOM,PTGES3,IL11,RXRA,TNFAIP3,ACKR3,NR1I3,NR1I2,ANGPTL4,ENC1,HSP90AA1,PDE4B,AMIGO2,SLC19A2,MGAM,SCNN1A
Estrogen Receptor Pathway	WP2881	Wikipathways	CYP1A1,CYP1A2,GPAM,STAT3,ESR1,NR0B2,ACOX1,JUN,PCK1,PDK4,SP1,CYP1B1,PPARA
BMAL1-CLOCK,NPAS2 activates circadian gene expression	WP3355	Wikipathways	F7,BHLHE40,BHLHE41,PPARA,AVP,NAMPT,RORA,CRY1,PER2,PER1,NOCT,CRY2,NR1D1,DBP,SERPINE1
RORA activates gene expression	WP3370	Wikipathways	ARNTL,CPT1A,SREBF1,NPAS2,NR1D1
RHO GTPases Activate Formins	WP3379	Wikipathways	ITGB1
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	WP3382	Wikipathways	HHEX,TSC22D1,CDX2,DKK1,EOMES,GSC,GATA6
Senescence-Associated Secretory Phenotype (SASP)	WP3391	Wikipathways	CDKN2B,CEBPB,CXCL8,IL6,IGFBP7,IL1A
NR1D1 (REV-ERBA) represses gene expression	WP3394	Wikipathways	ARNTL,CLOCK,USP46,NPAS2,ELOVL3,NR1D1
Cellular response to heat stress	WP3395	Wikipathways	HSPA1B,HSPB2,HSPH1,GML,MRPL18,DNAJB1,HSPB1,DNAJB6,FKBP4,COL4A6,TNFRSF21,RLN1,UBB,SERPINH1,CRYBA4,DEDD2,HSPA1A,HSPA6
Nuclear Receptors Meta-Pathway	WP2882	Wikipathways	SLC6A3,PTGS2,SLC6A1,GSR,SLC6A7,SLC6A6,SLC6A5,SLC6A4,GSTA4,GSTA5,SLC6A9,SLC6A8,EPB41L4B,GSTA1,GSTA2,KLK15,SNAI2,PCK1,APOC3,POLK,NCOA1,NR1I2,MAFF,MAFG,SLC39A12,SLC39A13,SLC39A10,GPAM,MT1IP,SLC39A14,STAT3,BHLHE40,NFE2L2,GADD45B,CPT2,GPR153,ABCB1,PPP2R4,HSP90AB1,NAV3,FGFBP1,MYOF,MYC,EDN2,CUL1,IP6K3,UGT2B7,UGT2B4,PLK2,SOD3,IFNG,SP1,TSC22D3,PTGR1,AGER,SERPINB9,SLC39A11,CCL20,ABHD2,CYP3A7,CYP3A4,GSTA3,EHHADH,BLVRB,PRRG4,SLC2A9,SLC2A8,PTGES3,SLC2A6,SLC2A5,SLC2A4,SLC2A3,SLC2A2,SLC2A1,PPP1R14C,NR1I3,CCND1,ANGPTL4,PLTP,ENC1,GSTM1,S100P,CYP3A5,TNS4,SLC19A2,TNF,CCL2,VDR,CDKN1C,CDKN1B,ALDH3A1,PDGFB,GSTM5,MGST2,MGST3,MGST1,SLC2A14,APOA5,ACADM,APOA2,TGFA,AHR,KEAP1,SCD,EGR1,JUN,PPARGC1A,CAP2,SLC5A12,SLC5A10,SLC5A11,ZIC2,GCC1,NR1H4,IL2,TXNRD3,TGFBR2,NR1H3,SMC1A,B3GNT5,SLC39A8,SLC39A9,PPARD,IGFBP1,NR0B2,PPARA,NQO1,SLC39A1,THBD,SLC39A3,SLC5A3,FTL,SLC39A6,DNER,ARL5B,GSTT2,ESR1,ABCG8,CYP8B1,G6PD,HMOX1,SLC26A2,TNFAIP3,CYP4F12,GPX3,GPX2,DBI,SLCO2B1,HES1,MFGE8,GSTM3,TXNRD1,SCNN1A,PMP2,SEC14L1,SLC6A19,SLC2A13,SLC2A12,SLC2A11,SLC2A10,STOM,SPRY1,SLC5A2,ME1,AKAP13,FABP1,SRGN,IL1B,CDC37,SPINK13,SLC39A2,NCOA2,NCOA3,SLC10A1,SDPR,CYP1B1,EPHA3,ALAS1,SLC2A7,SLC39A4,DNAJB1,CYP2B6,SLC5A9,SLC39A5,HBEGF,FGF19,SLC6A18,FASN,CPEB4,FGF13,CES5A,SLC6A11,FTH1,SLC6A17,SLC6A16,SLC6A15,AIP,TGFBR3,SRC,SLC7A5,EPHA2,SRPX2,IL17B,EGFR,SULT1A1,RXRA,JUND,SLC6A13,IL12A,SLC27A5,EP300,SLC27A1,NFKB2,ABCG5,CYP2C9,CYP1A1,CYP1A2,CYP7A1,ADH7,ABCB11,ARNT,IL11,GSTM2,ACOX1,GSTM4,FOXO1,IRS2,CDK1,SLC5A8,SREBF1,CDK4,LRRC8A,HSP90AA1,PDE4B,AMIGO2,GGT1,SLC5A5,TGFB1,TGFB2,DNAJC7,KTN1,FGD4,PRDX6,SCP2,JUNB,BIRC3,IL12B,BAX,NRIP1,SLCO1B1,SLC5A1,HSPA1A,ALOX5AP,SLC5A4,UGT1A9,SLC5A6,SLC5A7,UGT1A4,SMARCA1,UGT1A6,UGT1A7,UGT1A1,UGT1A3,SERPINA1,PGD,GCLM,BIRC2,ANKRD1,CBR1,GCLC,SLC39A7,APOA1,KAT2B,ACAA1,DNAJC15,ETNK2,RGS2,ABCB4,NRG1,PSMC5,SULT2A1,CPT1A,NR3C1,FKBP5,PRDX1,TXN,CDC42EP3,ADGRF4,SERTAD2,CES1,CES3,CES2,POU5F1,CYP2A6,HGF,NCOA6,AHRR,SQSTM1,SLC6A20,CYP4A11,CBR3,BAAT,SLC7A11,ACKR3,SERPINB2,SLC6A2,GSTP1,CYP2C19,PDK4,CES4A,ABCC4,ABCC5,ABCC2,ABCC3
NRF2 pathway	WP2884	Wikipathways	SLC6A3,SLC6A2,SLC6A1,GSR,SLC6A7,SLC6A6,SLC6A5,SLC6A4,GSTA4,GSTA5,SLC6A9,SLC6A8,AGER,GSTA2,NQO1,MAFF,MAFG,SLC39A12,SLC39A13,SLC39A10,SLC39A11,SLC39A14,NFE2L2,HSP90AB1,UGT2B7,SOD3,SLC2A13,PTGR1,GSTA1,GSTA3,SLC2A9,SLC2A8,SLC2A7,SLC2A6,SLC2A5,SLC2A4,SLC2A3,SLC2A2,SLC2A1,ALDH3A1,GSTM5,MGST2,MGST3,TGFA,EGR1,SLC5A12,SLC5A10,SLC5A11,TXNRD3,TXNRD1,SLC39A8,SLC39A9,PPARD,BLVRB,SLC39A2,SLC39A3,SLC39A4,SLC39A5,SLC39A6,SLC39A7,GSTT2,G6PD,HMOX1,GPX3,GGT1,SLC2A14,EPHA3,SLC2A12,SLC2A11,SLC2A10,ME1,SLC39A1,DNAJB1,FTL,HBEGF,SLC6A19,SLC6A18,CES5A,FGF13,SLC6A11,FTH1,SLC6A17,SLC6A16,SLC6A15,TGFBR2,EPHA2,RXRA,SLC6A13,ADH7,SLC5A1,GSTM1,GSTM2,GSTM3,GSTM4,SLC5A2,KEAP1,HSP90AA1,SLC5A5,TGFB1,TGFB2,PRDX6,PRDX1,UGT1A4,HSPA1A,SLC5A3,SLC5A4,UGT1A9,SLC5A6,SLC5A7,SLC5A8,SLC5A9,UGT1A6,UGT1A7,UGT1A1,UGT1A3,SERPINA1,PGD,GCLM,CBR1,GCLC,CBR3,GPX2,NRG1,PDGFB,TXN,CES1,CES3,CES2,CYP2A6,HGF,SQSTM1,SLC6A20,CYP4A11,SLC7A11,GSTP1,CES4A,ABCC4,ABCC5,ABCC2,ABCC3
Lipid storage and perilipins in skeletal muscle	WP2887	Wikipathways	LIPE,MGLL,PPARGC1A,PNPLA2,PPARA,PLIN5
Myometrial Relaxation and Contraction Pathways	WP289	Wikipathways	ACTG1,RGS6,MYL4,MYL2,RLN1,MAFF,ETS2,CALM2,CALM3,CALM1,RYR1,GRK4,RYR2,GNG11,GNG12,GNG13,CAMK2D,SP1,CAMK2G,RAMP1,CAMK2A,CREB1,RAMP2,CORIN,GRK6,ADCY4,ADCY5,ADCY6,ADCY7,CNN1,ADCY1,ADCY2,ADCY3,CNN2,ADCY8,PKIA,PKIB,YWHAG,SFN,GNG7,GNG4,GNG5,GNG2,GNG3,ACTB,GNG8,ACTA2,ACTA1,ATP2A2,NOS1,ADCY9,CRH,JUN,GUCY1A3,GUCA2A,GUCA2B,RAMP3,GRK5,PLCB3,FOS,OXT,OXTR,IGFBP2,IGFBP3,IGFBP1,IGFBP6,IGFBP4,IGFBP5,ITPR2,ITPR3,ITPR1,GABPA,GJA1,GSTO1,GNAQ,GNAS,PDE4D,RXFP1,GPR182,RXFP2,ACTC1,PRKAR2A,PRKAR2B,ARRB2,ARRB1,IL1B,CACNB3,ATP2A3,SLC8A1,NFKB1,GABPB1,GNB5,GNB4,MYLK2,GNB3,GNB2,CRCP,PRKAR1A,PRKAR1B,PLCD1,ADM,RGS16,RGS17,RGS14,RGS10,RGS11,RGS18,RGS19,IL6,PRKACA,PRKACB,PDE4B,LPAR1,YWHAZ,PRKD1,CRHR1,GNB1,PLCG2,PLCG1,DGKZ,RGS20,PKIG,YWHAQ,RGS4,RGS5,YWHAH,RGS7,RGS1,RGS2,RGS3,YWHAB,RGS9,YWHAE,PRKCH,NOS3,PRKCA,CREB3,PRKCB,PRKCE,PRKCD,PRKCG,RYR3,PRKCZ,CAMK2B,CALCA,PRKCQ,CALD1,ACKR3,GNGT1,ATF5,ATF4,ATF6B,ATF1,ATF3,ATF2
Differentiation of white and brown adipocyte	WP2895	Wikipathways	HOXC9,HOXC8,SMAD9,SMAD5,SMAD1,ADIPOQ,CEBPB,CEBPA,CEBPG,PLAC8,PPARGC1A,PPARGC1B,ZIC1,HSPB7,PPARG,EBF3,MPZL2,CIDEA,BMP7,BMP4,BMP2,SLC7A10,LEP,ZNF423,PRDM16
miRNA targets in ECM and membrane receptors	WP2911	Wikipathways	MIR30E,MIR30D,MIR7-1,ITGA1,MIR92A2,COL3A1,LAMA4,LAMB2,MIR15B,MIR107,MIR141,MIR30B,THBS2,THBS1,MIR548AA2,MIR30C1,MIR200A,MIR200C,MIR200B,MIR219A1,MIR30C2,ITGB5,ITGB6,COL5A2,MIR532,MIR589,COL5A1,COL4A2,COL4A1,LAMC1,MIR548AA1,MIR25,TNXB,FN1,COL5A3,SDC2,MIR429,ITGA11,COL1A2,COL6A1,COL6A3,COL6A2,MIR548D1,MIR148B,MIR548D2
Interactome of polycomb repressive complex 2 (PRC2)	WP2916	Wikipathways	MORC3,THRAP3,ELL,JARID2,MTF2,RBBP7,BCLAF1,TRIM35,RBBP4,EZH1,EZH2,SUZ12,AEBP2,STK38,EED,SETX
DDX1 as a regulatory component of the Drosha microprocessor	WP2942	Wikipathways	DGCR8,DROSHA,ATM,MRE11A,NBN,RAD50,DDX1
Hypoxia-mediated EMT and Stemness	WP2943	Wikipathways	MIR200A,ZEB1,MIR200C,MIR200B,DICER1
Nuclear Receptors in Lipid Metabolism and Toxicity	WP299	Wikipathways	VDR,CYP4B1,RARA,RARB,RARG,NR1I2,CYP2B6,ABCB1,CYP27B1,ABCB4,NR1H4,ABCD3,CYP7A1,NR1H3,MIR33A,MIR33B,PPARG,PPARD,PPARA,CYP3A4,CYP2C9,ABCG1,CYP1A2,CYP24A1,CYP4A11,ABCG5,CYP8B1,ABCB11,CYP2E1,NR1I3,ABCD2,CYP26A1,ABCA1,ABCC2,ABCC3
Transcriptional activation by NRF2	WP3	Wikipathways	EPHB2,CEBPB,GCLM,HMOX1,PRKCA,PIK3CA,GCLC,AIMP2,SLC7A11,GSTA2,NQO1,KEAP1,MAF,NFE2L2,MAPK8
Kit receptor signaling pathway	WP304	Wikipathways	CRKL,RPS6KB1,HRAS,JUNB,GAB2,TBX2,FOXO3,MAP2K2,MAP2K1,CBL,MITF,CRK,RAF1,SNAI1,STAT3,STAT1,TEC,RPS6,PTPN6,MAPK3,DOK1,JAK2,PIK3R2,PIK3R1,LYN,FOS,SRC,SHC1,RPS6KA1,PRKCA,MAPT,PRKCB,RPS6KA3,SH2B2,SNAI2,SOCS1,KITLG,EP300,MAPK8,FYN,MAPK14,SOCS6,INPP5D,SOS1,AKT1,VAV1,GRB10,PTPN11,PLCG1,BAD,KIT,STAT5B,STAT5A,GRB2,GRB7,MAPK1,MATK,BTK,BCL2
Focal Adhesion	WP306	Wikipathways	COL11A1,COL11A2,STYK1,TNXB,CAV3,MYL6,AKT1,AKT2,AKT3,ARAF,RAPGEF1,CAV2,EGF,ZYX,CAV1,PIK3CA,PIK3CB,PIK3CD,FGR,PIK3CG,SRMS,RELN,CAPN1,ERBB2,IGF1R,DIAPH1,SHC3,ILK,TESK2,FN1,CCND1,CCND3,CCND2,MYLK,LAMA1,GSK3B,PTEN,GRB2,PAK4,PAK6,PAK7,PAK1,PAK2,PAK3,ITGA8,ITGA9,ITGA2,DOCK1,ITGA4,ITGA5,ITGA6,ITGA7,ITGB3,ITGA10,ITGA11,LAMB1,ARHGAP5,LAMB3,LAMB2,IBSP,RAC3,ELK1,COL2A1,THBS4,RAC1,THBS2,THBS3,ITGB2,THBS1,PIK3R5,PIK3R4,PIK3R2,PIK3R1,COL1A2,FIGF,IGF1,FARP2,COL4A6,COL4A4,VEGFA,COL4A2,BLK,VEGFB,LAMC2,RHOB,RHOA,LAMC1,BCAR1,ACTB,ITGAX,TNK2,TNK1,VAV1,ITGAV,ITGAL,ITGAM,FLNA,VWF,COL3A1,ITGAD,ITGAE,PDGFRB,PDGFRA,VEGFC,CHAD,RAP1B,RAP1A,XIAP,MAPK12,LAMC3,RAF1,FLT1,COL4A1,ITGB6,ITGA2B,MAPK1,MAPK6,MAPK7,MAPK4,PARVB,MAPK8,MAPK9,HRAS,KDR,PPP1R12A,SRC,LAMA2,ITGA3,LAMA4,LAMA5,COMP,MYLK2,RAC2,VTN,COL5A2,COL5A3,COL5A1,MAP2K3,SOS1,PIP5K1C,MAP2K1,MET,SPP1,COL1A1,CDC42,SEPP1,PTK2,PTK6,BIRC3,BIRC2,CTNNB1,MAP2K2,BAD,LAMA3,MAP2K6,MAP2K5,CRK,SHC1,PGF,TXK,FYN,TLN1,PELO,PXN,EGFR,ITGB1,PDGFA,PDGFB,PDGFC,ITGB5,ITGB4,ITGB7,TNR,ITGB8,VCL,JUN,TNC,HGF,VASP,TNN,ACTN1,ROCK1,ROCK2,BRAF,HCK,PDPK1,PDGFD,COL6A2,ACTG1,BCL2
Synthesis and Degradation of Ketone Bodies	WP311	Wikipathways	HMGCL,ACAT1,HMGCS2,OXCT1,BDH1
Signaling of Hepatocyte Growth Factor Receptor	WP313	Wikipathways	MAP4K1,PTK2,CRKL,ITGA1,HRAS,DOCK1,RAP1B,RAP1A,GAB1,MAP2K2,PTK2B,ELK1,RAPGEF1,CRK,RAF1,STAT3,MET,PIK3CA,JUN,MAPK3,MAPK1,PXN,MAPK8,ITGB1,SRC,FOS,HGF,RASA1,SOS1,PTPN11,MAP2K1,PTEN,GRB2,PAK1
FAS pathway and Stress induction of HSP regulation	WP314	Wikipathways	ACTA1,ACTG1,SPTAN1,MIR34C,CYCS,PRKDC,CASP10,RIPK2,MAP2K4,IL1A,MAPKAPK3,MAPKAPK2,DAXX,FAS,MAP3K1,JUN,MAP3K7,RB1,CFLAR,ARHGDIB,FADD,MAPK8,APAF1,CASP6,HSPB1,NFX1,FAF1,DFFA,DFFB,PARP1,TNF,FASLG,LMNA,LMNB2,CASP7,LMNB1,CASP3,CASP8,CASP9,ACTB,PAK1,PAK2,BCL2
Osteoblast Signaling	WP322	Wikipathways	PTH1R,PDGFRB,PDGFB,TNFSF11,PTH,ITGB3,ITGAV,BGLAP,SLC17A2,TNFRSF11B,COL1A1,PDGFRA,IBSP,FGF23
